0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
outleft_20200511-forest-0030.png,outcenter_20200511-forest-0030.png,10,102,disp_outleft_20200511-forest-0030.png,disp_outcenter_20200511-forest-0030.png,occ_outleft_20200511-forest-0030.png,occ_outcenter_20200511-forest-0030.png,25,4.0,4.0,4.0,29,25,34,4.0,4.0,2,0.3283390702232621
outleft_20200511-forest-0030.png,outcenter_20200511-forest-0030.png,10,102,disp_outleft_20200511-forest-0030.png,disp_outcenter_20200511-forest-0030.png,occ_outleft_20200511-forest-0030.png,occ_outcenter_20200511-forest-0030.png,26,2.0,2.0,2.0,30,26,35,2.0,2.0,2,0.2620171734635067
outleft_20200511-forest-0031.png,outcenter_20200511-forest-0031.png,11,90,disp_outleft_20200511-forest-0031.png,disp_outcenter_20200511-forest-0031.png,occ_outleft_20200511-forest-0031.png,occ_outcenter_20200511-forest-0031.png,26,2.0,2.0,2.0,30,26,35,2.0,2.0,2,0.32932538911025766
outleft_20200511-forest-0031.png,outcenter_20200511-forest-0031.png,11,90,disp_outleft_20200511-forest-0031.png,disp_outcenter_20200511-forest-0031.png,occ_outleft_20200511-forest-0031.png,occ_outcenter_20200511-forest-0031.png,27,2.0,2.0,2.0,31,27,36,2.0,2.0,2,0.32932538911025766
outleft_20200511-forest-0032.png,outcenter_20200511-forest-0032.png,10,101,disp_outleft_20200511-forest-0032.png,disp_outcenter_20200511-forest-0032.png,occ_outleft_20200511-forest-0032.png,occ_outcenter_20200511-forest-0032.png,27,2.0,2.0,2.0,31,27,36,2.0,2.0,2,0.2586825638916065
outleft_20200511-forest-0032.png,outcenter_20200511-forest-0032.png,10,101,disp_outleft_20200511-forest-0032.png,disp_outcenter_20200511-forest-0032.png,occ_outleft_20200511-forest-0032.png,occ_outcenter_20200511-forest-0032.png,28,2.0,2.0,2.0,32,28,37,2.0,2.0,2,0.2608312350559549
outleft_20200511-forest-0033.png,outcenter_20200511-forest-0033.png,11,87,disp_outleft_20200511-forest-0033.png,disp_outcenter_20200511-forest-0033.png,occ_outleft_20200511-forest-0033.png,occ_outcenter_20200511-forest-0033.png,28,2.0,2.0,2.0,32,28,37,2.0,2.0,2,0.3421235256572792
outleft_20200511-forest-0033.png,outcenter_20200511-forest-0033.png,11,87,disp_outleft_20200511-forest-0033.png,disp_outcenter_20200511-forest-0033.png,occ_outleft_20200511-forest-0033.png,occ_outcenter_20200511-forest-0033.png,29,2.0,2.0,2.0,33,29,38,2.0,2.0,2,0.3421235256572792
